location,scenario_id,sample,horizon,target_variable,age_id,value
PT,A,1,1 wk,inc infection,adult,4479
PT,A,1,2 wk,inc infection,adult,4206
PT,A,1,3 wk,inc infection,adult,3801
PT,A,1,4 wk,inc infection,adult,3358
PT,A,1,5 wk,inc infection,adult,2789
PT,A,1,6 wk,inc infection,adult,2425
PT,A,1,7 wk,inc infection,adult,2061
PT,A,1,8 wk,inc infection,adult,1685
PT,A,1,9 wk,inc infection,adult,1409
PT,A,1,10 wk,inc infection,adult,1122
PT,A,1,11 wk,inc infection,adult,942
PT,A,1,12 wk,inc infection,adult,717
PT,A,1,13 wk,inc infection,adult,611
PT,A,1,14 wk,inc infection,adult,496
PT,A,1,15 wk,inc infection,adult,469
PT,A,1,16 wk,inc infection,adult,373
PT,A,1,17 wk,inc infection,adult,351
PT,A,1,18 wk,inc infection,adult,304
PT,A,1,19 wk,inc infection,adult,293
PT,A,1,20 wk,inc infection,adult,255
PT,A,1,21 wk,inc infection,adult,254
PT,A,1,22 wk,inc infection,adult,259
PT,A,1,23 wk,inc infection,adult,257
PT,A,1,24 wk,inc infection,adult,286
PT,A,1,25 wk,inc infection,adult,300
PT,A,1,26 wk,inc infection,adult,300
PT,A,1,27 wk,inc infection,adult,360
PT,A,1,28 wk,inc infection,adult,365
PT,A,1,29 wk,inc infection,adult,364
PT,A,1,30 wk,inc infection,adult,460
PT,A,1,31 wk,inc infection,adult,460
PT,A,1,32 wk,inc infection,adult,496
PT,A,1,33 wk,inc infection,adult,563
PT,A,1,34 wk,inc infection,adult,601
PT,A,1,35 wk,inc infection,adult,628
PT,A,1,36 wk,inc infection,adult,759
PT,A,1,37 wk,inc infection,adult,818
PT,A,1,38 wk,inc infection,adult,914
PT,A,1,39 wk,inc infection,adult,1036
PT,A,1,40 wk,inc infection,adult,1128
PT,A,1,41 wk,inc infection,adult,1309
PT,A,1,42 wk,inc infection,adult,1577
PT,A,1,43 wk,inc infection,adult,1784
PT,A,1,44 wk,inc infection,adult,2192
PT,A,1,45 wk,inc infection,adult,2633
PT,A,1,46 wk,inc infection,adult,2941
PT,A,1,47 wk,inc infection,adult,3496
PT,A,1,48 wk,inc infection,adult,4049
PT,A,1,49 wk,inc infection,adult,4624
PT,A,1,50 wk,inc infection,adult,5132
PT,A,1,51 wk,inc infection,adult,5561
PT,A,1,52 wk,inc infection,adult,5869
PT,A,1,53 wk,inc infection,adult,846
PT,A,2,1 wk,inc infection,adult,3720
PT,A,2,2 wk,inc infection,adult,3388
PT,A,2,3 wk,inc infection,adult,2968
PT,A,2,4 wk,inc infection,adult,2618
PT,A,2,5 wk,inc infection,adult,2303
PT,A,2,6 wk,inc infection,adult,1833
PT,A,2,7 wk,inc infection,adult,1520
PT,A,2,8 wk,inc infection,adult,1243
PT,A,2,9 wk,inc infection,adult,934
PT,A,2,10 wk,inc infection,adult,726
PT,A,2,11 wk,inc infection,adult,593
PT,A,2,12 wk,inc infection,adult,450
PT,A,2,13 wk,inc infection,adult,357
PT,A,2,14 wk,inc infection,adult,270
PT,A,2,15 wk,inc infection,adult,254
PT,A,2,16 wk,inc infection,adult,220
PT,A,2,17 wk,inc infection,adult,208
PT,A,2,18 wk,inc infection,adult,183
PT,A,2,19 wk,inc infection,adult,184
PT,A,2,20 wk,inc infection,adult,165
PT,A,2,21 wk,inc infection,adult,168
PT,A,2,22 wk,inc infection,adult,167
PT,A,2,23 wk,inc infection,adult,155
PT,A,2,24 wk,inc infection,adult,196
PT,A,2,25 wk,inc infection,adult,185
PT,A,2,26 wk,inc infection,adult,198
PT,A,2,27 wk,inc infection,adult,213
PT,A,2,28 wk,inc infection,adult,195
PT,A,2,29 wk,inc infection,adult,250
PT,A,2,30 wk,inc infection,adult,268
PT,A,2,31 wk,inc infection,adult,260
PT,A,2,32 wk,inc infection,adult,290
PT,A,2,33 wk,inc infection,adult,328
PT,A,2,34 wk,inc infection,adult,380
PT,A,2,35 wk,inc infection,adult,438
PT,A,2,36 wk,inc infection,adult,503
PT,A,2,37 wk,inc infection,adult,602
PT,A,2,38 wk,inc infection,adult,617
PT,A,2,39 wk,inc infection,adult,692
PT,A,2,40 wk,inc infection,adult,836
PT,A,2,41 wk,inc infection,adult,949
PT,A,2,42 wk,inc infection,adult,1097
PT,A,2,43 wk,inc infection,adult,1285
PT,A,2,44 wk,inc infection,adult,1581
PT,A,2,45 wk,inc infection,adult,1872
PT,A,2,46 wk,inc infection,adult,2248
PT,A,2,47 wk,inc infection,adult,2741
PT,A,2,48 wk,inc infection,adult,3190
PT,A,2,49 wk,inc infection,adult,3454
PT,A,2,50 wk,inc infection,adult,4050
PT,A,2,51 wk,inc infection,adult,4245
PT,A,2,52 wk,inc infection,adult,4640
PT,A,2,53 wk,inc infection,adult,647
PT,A,3,1 wk,inc infection,adult,4560
PT,A,3,2 wk,inc infection,adult,4103
PT,A,3,3 wk,inc infection,adult,3841
PT,A,3,4 wk,inc infection,adult,3382
PT,A,3,5 wk,inc infection,adult,2887
PT,A,3,6 wk,inc infection,adult,2392
PT,A,3,7 wk,inc infection,adult,2119
PT,A,3,8 wk,inc infection,adult,1686
PT,A,3,9 wk,inc infection,adult,1369
PT,A,3,10 wk,inc infection,adult,1140
PT,A,3,11 wk,inc infection,adult,889
PT,A,3,12 wk,inc infection,adult,714
PT,A,3,13 wk,inc infection,adult,580
PT,A,3,14 wk,inc infection,adult,484
PT,A,3,15 wk,inc infection,adult,442
PT,A,3,16 wk,inc infection,adult,384
PT,A,3,17 wk,inc infection,adult,344
PT,A,3,18 wk,inc infection,adult,307
PT,A,3,19 wk,inc infection,adult,285
PT,A,3,20 wk,inc infection,adult,262
PT,A,3,21 wk,inc infection,adult,261
PT,A,3,22 wk,inc infection,adult,273
PT,A,3,23 wk,inc infection,adult,251
PT,A,3,24 wk,inc infection,adult,287
PT,A,3,25 wk,inc infection,adult,289
PT,A,3,26 wk,inc infection,adult,336
PT,A,3,27 wk,inc infection,adult,356
PT,A,3,28 wk,inc infection,adult,335
PT,A,3,29 wk,inc infection,adult,388
PT,A,3,30 wk,inc infection,adult,420
PT,A,3,31 wk,inc infection,adult,453
PT,A,3,32 wk,inc infection,adult,442
PT,A,3,33 wk,inc infection,adult,518
PT,A,3,34 wk,inc infection,adult,579
PT,A,3,35 wk,inc infection,adult,668
PT,A,3,36 wk,inc infection,adult,756
PT,A,3,37 wk,inc infection,adult,850
PT,A,3,38 wk,inc infection,adult,923
PT,A,3,39 wk,inc infection,adult,1003
PT,A,3,40 wk,inc infection,adult,1094
PT,A,3,41 wk,inc infection,adult,1342
PT,A,3,42 wk,inc infection,adult,1519
PT,A,3,43 wk,inc infection,adult,1788
PT,A,3,44 wk,inc infection,adult,2165
PT,A,3,45 wk,inc infection,adult,2502
PT,A,3,46 wk,inc infection,adult,2949
PT,A,3,47 wk,inc infection,adult,3436
