location,scenario_id,sample,horizon,target_variable,age_id,value
NL,A,1,1 wk,inc infection,adult,2433
NL,A,1,2 wk,inc infection,adult,2365
NL,A,1,3 wk,inc infection,adult,2297
NL,A,1,4 wk,inc infection,adult,2261
NL,A,1,5 wk,inc infection,adult,2042
NL,A,1,6 wk,inc infection,adult,1847
NL,A,1,7 wk,inc infection,adult,1649
NL,A,1,8 wk,inc infection,adult,1449
NL,A,1,9 wk,inc infection,adult,1302
NL,A,1,10 wk,inc infection,adult,1050
NL,A,1,11 wk,inc infection,adult,915
NL,A,1,12 wk,inc infection,adult,693
NL,A,1,13 wk,inc infection,adult,624
NL,A,1,14 wk,inc infection,adult,526
NL,A,1,15 wk,inc infection,adult,465
NL,A,1,16 wk,inc infection,adult,434
NL,A,1,17 wk,inc infection,adult,326
NL,A,1,18 wk,inc infection,adult,315
NL,A,1,19 wk,inc infection,adult,280
NL,A,1,20 wk,inc infection,adult,282
NL,A,1,21 wk,inc infection,adult,275
NL,A,1,22 wk,inc infection,adult,276
NL,A,1,23 wk,inc infection,adult,258
NL,A,1,24 wk,inc infection,adult,274
NL,A,1,25 wk,inc infection,adult,278
NL,A,1,26 wk,inc infection,adult,262
NL,A,1,27 wk,inc infection,adult,275
NL,A,1,28 wk,inc infection,adult,280
NL,A,1,29 wk,inc infection,adult,294
NL,A,1,30 wk,inc infection,adult,325
NL,A,1,31 wk,inc infection,adult,327
NL,A,1,32 wk,inc infection,adult,373
NL,A,1,33 wk,inc infection,adult,401
NL,A,1,34 wk,inc infection,adult,432
NL,A,1,35 wk,inc infection,adult,458
NL,A,1,36 wk,inc infection,adult,495
NL,A,1,37 wk,inc infection,adult,551
NL,A,1,38 wk,inc infection,adult,643
NL,A,1,39 wk,inc infection,adult,663
NL,A,1,40 wk,inc infection,adult,799
NL,A,1,41 wk,inc infection,adult,845
NL,A,1,42 wk,inc infection,adult,962
NL,A,1,43 wk,inc infection,adult,1074
NL,A,1,44 wk,inc infection,adult,1210
NL,A,1,45 wk,inc infection,adult,1441
NL,A,1,46 wk,inc infection,adult,1599
NL,A,1,47 wk,inc infection,adult,1708
NL,A,1,48 wk,inc infection,adult,1860
NL,A,1,49 wk,inc infection,adult,2174
NL,A,1,50 wk,inc infection,adult,2306
NL,A,1,51 wk,inc infection,adult,2524
NL,A,1,52 wk,inc infection,adult,2678
NL,A,1,53 wk,inc infection,adult,353
NL,A,2,1 wk,inc infection,adult,1706
NL,A,2,2 wk,inc infection,adult,1674
NL,A,2,3 wk,inc infection,adult,1671
NL,A,2,4 wk,inc infection,adult,1579
NL,A,2,5 wk,inc infection,adult,1435
NL,A,2,6 wk,inc infection,adult,1309
NL,A,2,7 wk,inc infection,adult,1107
NL,A,2,8 wk,inc infection,adult,950
NL,A,2,9 wk,inc infection,adult,806
NL,A,2,10 wk,inc infection,adult,680
NL,A,2,11 wk,inc infection,adult,547
NL,A,2,12 wk,inc infection,adult,480
NL,A,2,13 wk,inc infection,adult,398
NL,A,2,14 wk,inc infection,adult,337
NL,A,2,15 wk,inc infection,adult,287
NL,A,2,16 wk,inc infection,adult,267
NL,A,2,17 wk,inc infection,adult,234
NL,A,2,18 wk,inc infection,adult,201
NL,A,2,19 wk,inc infection,adult,188
NL,A,2,20 wk,inc infection,adult,161
NL,A,2,21 wk,inc infection,adult,165
NL,A,2,22 wk,inc infection,adult,152
NL,A,2,23 wk,inc infection,adult,152
NL,A,2,24 wk,inc infection,adult,144
NL,A,2,25 wk,inc infection,adult,145
NL,A,2,26 wk,inc infection,adult,163
NL,A,2,27 wk,inc infection,adult,173
NL,A,2,28 wk,inc infection,adult,215
NL,A,2,29 wk,inc infection,adult,204
NL,A,2,30 wk,inc infection,adult,238
NL,A,2,31 wk,inc infection,adult,267
NL,A,2,32 wk,inc infection,adult,259
NL,A,2,33 wk,inc infection,adult,278
NL,A,2,34 wk,inc infection,adult,296
NL,A,2,35 wk,inc infection,adult,326
NL,A,2,36 wk,inc infection,adult,374
NL,A,2,37 wk,inc infection,adult,440
NL,A,2,38 wk,inc infection,adult,447
NL,A,2,39 wk,inc infection,adult,531
NL,A,2,40 wk,inc infection,adult,566
NL,A,2,41 wk,inc infection,adult,646
NL,A,2,42 wk,inc infection,adult,724
NL,A,2,43 wk,inc infection,adult,841
NL,A,2,44 wk,inc infection,adult,955
NL,A,2,45 wk,inc infection,adult,1148
NL,A,2,46 wk,inc infection,adult,1311
NL,A,2,47 wk,inc infection,adult,1525
NL,A,2,48 wk,inc infection,adult,1692
NL,A,2,49 wk,inc infection,adult,1883
NL,A,2,50 wk,inc infection,adult,1958
NL,A,2,51 wk,inc infection,adult,2083
NL,A,2,52 wk,inc infection,adult,2277
NL,A,2,53 wk,inc infection,adult,337
NL,A,3,1 wk,inc infection,adult,2385
NL,A,3,2 wk,inc infection,adult,2396
NL,A,3,3 wk,inc infection,adult,2211
NL,A,3,4 wk,inc infection,adult,2031
NL,A,3,5 wk,inc infection,adult,1921
NL,A,3,6 wk,inc infection,adult,1714
NL,A,3,7 wk,inc infection,adult,1571
NL,A,3,8 wk,inc infection,adult,1359
NL,A,3,9 wk,inc infection,adult,1253
NL,A,3,10 wk,inc infection,adult,1041
NL,A,3,11 wk,inc infection,adult,796
NL,A,3,12 wk,inc infection,adult,683
NL,A,3,13 wk,inc infection,adult,511
NL,A,3,14 wk,inc infection,adult,429
NL,A,3,15 wk,inc infection,adult,373
NL,A,3,16 wk,inc infection,adult,321
NL,A,3,17 wk,inc infection,adult,283
NL,A,3,18 wk,inc infection,adult,267
NL,A,3,19 wk,inc infection,adult,245
NL,A,3,20 wk,inc infection,adult,230
NL,A,3,21 wk,inc infection,adult,256
NL,A,3,22 wk,inc infection,adult,229
NL,A,3,23 wk,inc infection,adult,215
NL,A,3,24 wk,inc infection,adult,231
NL,A,3,25 wk,inc infection,adult,249
NL,A,3,26 wk,inc infection,adult,222
NL,A,3,27 wk,inc infection,adult,260
NL,A,3,28 wk,inc infection,adult,263
NL,A,3,29 wk,inc infection,adult,286
NL,A,3,30 wk,inc infection,adult,313
NL,A,3,31 wk,inc infection,adult,334
NL,A,3,32 wk,inc infection,adult,356
NL,A,3,33 wk,inc infection,adult,397
NL,A,3,34 wk,inc infection,adult,408
NL,A,3,35 wk,inc infection,adult,498
NL,A,3,36 wk,inc infection,adult,520
NL,A,3,37 wk,inc infection,adult,564
