location,scenario_id,sample,horizon,target_variable,age_id,value
PL,A,1,1 wk,inc infection,adult,1220
PL,A,1,2 wk,inc infection,adult,1199
PL,A,1,3 wk,inc infection,adult,1129
PL,A,1,4 wk,inc infection,adult,1117
PL,A,1,5 wk,inc infection,adult,1101
PL,A,1,6 wk,inc infection,adult,1063
PL,A,1,7 wk,inc infection,adult,994
PL,A,1,8 wk,inc infection,adult,796
PL,A,1,9 wk,inc infection,adult,725
PL,A,1,10 wk,inc infection,adult,643
PL,A,1,11 wk,inc infection,adult,580
PL,A,1,12 wk,inc infection,adult,573
PL,A,1,13 wk,inc infection,adult,479
PL,A,1,14 wk,inc infection,adult,434
PL,A,1,15 wk,inc infection,adult,411
PL,A,1,16 wk,inc infection,adult,371
PL,A,1,17 wk,inc infection,adult,296
PL,A,1,18 wk,inc infection,adult,318
PL,A,1,19 wk,inc infection,adult,294
PL,A,1,20 wk,inc infection,adult,267
PL,A,1,21 wk,inc infection,adult,276
PL,A,1,22 wk,inc infection,adult,287
PL,A,1,23 wk,inc infection,adult,280
PL,A,1,24 wk,inc infection,adult,303
PL,A,1,25 wk,inc infection,adult,284
PL,A,1,26 wk,inc infection,adult,301
PL,A,1,27 wk,inc infection,adult,303
PL,A,1,28 wk,inc infection,adult,321
PL,A,1,29 wk,inc infection,adult,330
PL,A,1,30 wk,inc infection,adult,356
PL,A,1,31 wk,inc infection,adult,381
PL,A,1,32 wk,inc infection,adult,380
PL,A,1,33 wk,inc infection,adult,399
PL,A,1,34 wk,inc infection,adult,452
PL,A,1,35 wk,inc infection,adult,495
PL,A,1,36 wk,inc infection,adult,516
PL,A,1,37 wk,inc infection,adult,591
PL,A,1,38 wk,inc infection,adult,689
PL,A,1,39 wk,inc infection,adult,749
PL,A,1,40 wk,inc infection,adult,794
PL,A,1,41 wk,inc infection,adult,871
PL,A,1,42 wk,inc infection,adult,1014
PL,A,1,43 wk,inc infection,adult,1144
PL,A,1,44 wk,inc infection,adult,1303
PL,A,1,45 wk,inc infection,adult,1431
PL,A,1,46 wk,inc infection,adult,1582
PL,A,1,47 wk,inc infection,adult,1780
PL,A,1,48 wk,inc infection,adult,1951
PL,A,1,49 wk,inc infection,adult,1998
PL,A,1,50 wk,inc infection,adult,2138
PL,A,1,51 wk,inc infection,adult,2261
PL,A,1,52 wk,inc infection,adult,2335
PL,A,1,53 wk,inc infection,adult,313
PL,A,2,1 wk,inc infection,adult,986
PL,A,2,2 wk,inc infection,adult,952
PL,A,2,3 wk,inc infection,adult,895
PL,A,2,4 wk,inc infection,adult,883
PL,A,2,5 wk,inc infection,adult,837
PL,A,2,6 wk,inc infection,adult,764
PL,A,2,7 wk,inc infection,adult,719
PL,A,2,8 wk,inc infection,adult,604
PL,A,2,9 wk,inc infection,adult,536
PL,A,2,10 wk,inc infection,adult,487
PL,A,2,11 wk,inc infection,adult,414
PL,A,2,12 wk,inc infection,adult,356
PL,A,2,13 wk,inc infection,adult,299
PL,A,2,14 wk,inc infection,adult,272
PL,A,2,15 wk,inc infection,adult,241
PL,A,2,16 wk,inc infection,adult,228
PL,A,2,17 wk,inc infection,adult,204
PL,A,2,18 wk,inc infection,adult,196
PL,A,2,19 wk,inc infection,adult,166
PL,A,2,20 wk,inc infection,adult,160
PL,A,2,21 wk,inc infection,adult,141
PL,A,2,22 wk,inc infection,adult,153
PL,A,2,23 wk,inc infection,adult,162
PL,A,2,24 wk,inc infection,adult,186
PL,A,2,25 wk,inc infection,adult,167
PL,A,2,26 wk,inc infection,adult,204
PL,A,2,27 wk,inc infection,adult,206
PL,A,2,28 wk,inc infection,adult,207
PL,A,2,29 wk,inc infection,adult,233
PL,A,2,30 wk,inc infection,adult,259
PL,A,2,31 wk,inc infection,adult,263
PL,A,2,32 wk,inc infection,adult,272
PL,A,2,33 wk,inc infection,adult,315
PL,A,2,34 wk,inc infection,adult,344
PL,A,2,35 wk,inc infection,adult,371
PL,A,2,36 wk,inc infection,adult,426
PL,A,2,37 wk,inc infection,adult,480
PL,A,2,38 wk,inc infection,adult,526
PL,A,2,39 wk,inc infection,adult,579
PL,A,2,40 wk,inc infection,adult,596
PL,A,2,41 wk,inc infection,adult,695
PL,A,2,42 wk,inc infection,adult,739
PL,A,2,43 wk,inc infection,adult,836
PL,A,2,44 wk,inc infection,adult,995
PL,A,2,45 wk,inc infection,adult,1041
PL,A,2,46 wk,inc infection,adult,1121
PL,A,2,47 wk,inc infection,adult,1253
PL,A,2,48 wk,inc infection,adult,1342
PL,A,2,49 wk,inc infection,adult,1480
PL,A,2,50 wk,inc infection,adult,1518
PL,A,2,51 wk,inc infection,adult,1640
PL,A,2,52 wk,inc infection,adult,1649
PL,A,2,53 wk,inc infection,adult,260
PL,A,3,1 wk,inc infection,adult,1217
PL,A,3,2 wk,inc infection,adult,1197
PL,A,3,3 wk,inc infection,adult,1173
PL,A,3,4 wk,inc infection,adult,1126
PL,A,3,5 wk,inc infection,adult,1125
PL,A,3,6 wk,inc infection,adult,1014
PL,A,3,7 wk,inc infection,adult,929
PL,A,3,8 wk,inc infection,adult,782
PL,A,3,9 wk,inc infection,adult,723
PL,A,3,10 wk,inc infection,adult,667
PL,A,3,11 wk,inc infection,adult,544
PL,A,3,12 wk,inc infection,adult,483
PL,A,3,13 wk,inc infection,adult,423
PL,A,3,14 wk,inc infection,adult,385
PL,A,3,15 wk,inc infection,adult,330
PL,A,3,16 wk,inc infection,adult,276
PL,A,3,17 wk,inc infection,adult,244
PL,A,3,18 wk,inc infection,adult,234
PL,A,3,19 wk,inc infection,adult,212
PL,A,3,20 wk,inc infection,adult,204
PL,A,3,21 wk,inc infection,adult,190
PL,A,3,22 wk,inc infection,adult,202
PL,A,3,23 wk,inc infection,adult,203
PL,A,3,24 wk,inc infection,adult,216
PL,A,3,25 wk,inc infection,adult,227
PL,A,3,26 wk,inc infection,adult,234
PL,A,3,27 wk,inc infection,adult,243
PL,A,3,28 wk,inc infection,adult,277
PL,A,3,29 wk,inc infection,adult,322
PL,A,3,30 wk,inc infection,adult,358
PL,A,3,31 wk,inc infection,adult,376
PL,A,3,32 wk,inc infection,adult,394
PL,A,3,33 wk,inc infection,adult,459
PL,A,3,34 wk,inc infection,adult,508
PL,A,3,35 wk,inc infection,adult,530
PL,A,3,36 wk,inc infection,adult,563
PL,A,3,37 wk,inc infection,adult,592
PL,A,3,38 wk,inc infection,adult,702
PL,A,3,39 wk,inc infection,adult,730
PL,A,3,40 wk,inc infection,adult,822
PL,A,3,41 wk,inc infection,adult,935
PL,A,3,42 wk,inc infection,adult,1055
PL,A,3,43 wk,inc infection,adult,1190
PL,A,3,44 wk,inc infection,adult,1343
PL,A,3,45 wk,inc infection,adult,1454
PL,A,3,46 wk,inc infection,adult,1643
PL,A,3,47 wk,inc infection,adult,1731
PL,A,3,48 wk,inc infection,adult,1861
PL,A,3,49 wk,inc infection,adult,2047
PL,A,3,50 wk,inc infection,adult,2122
PL,A,3,51 wk,inc infection,adult,2196
PL,A,3,52 wk,inc infection,adult,2280
PL,A,3,53 wk,inc infection,adult,358
PL,A,4,1 wk,inc infection,adult,635
PL,A,4,2 wk,inc infection,adult,627
PL,A,4,3 wk,inc infection,adult,568
PL,A,4,4 wk,inc infection,adult,550
PL,A,4,5 wk,inc infection,adult,567
PL,A,4,6 wk,inc infection,adult,530
PL,A,4,7 wk,inc infection,adult,485
PL,A,4,8 wk,inc infection,adult,455
PL,A,4,9 wk,inc infection,adult,421
PL,A,4,10 wk,inc infection,adult,370
PL,A,4,11 wk,inc infection,adult,306
PL,A,4,12 wk,inc infection,adult,280
PL,A,4,13 wk,inc infection,adult,227
PL,A,4,14 wk,inc infection,adult,213
PL,A,4,15 wk,inc infection,adult,192
PL,A,4,16 wk,inc infection,adult,169
PL,A,4,17 wk,inc infection,adult,156
PL,A,4,18 wk,inc infection,adult,148
PL,A,4,19 wk,inc infection,adult,148
PL,A,4,20 wk,inc infection,adult,144
PL,A,4,21 wk,inc infection,adult,128
PL,A,4,22 wk,inc infection,adult,128
PL,A,4,23 wk,inc infection,adult,136
PL,A,4,24 wk,inc infection,adult,153
PL,A,4,25 wk,inc infection,adult,140
PL,A,4,26 wk,inc infection,adult,141
PL,A,4,27 wk,inc infection,adult,167
PL,A,4,28 wk,inc infection,adult,166
PL,A,4,29 wk,inc infection,adult,161
PL,A,4,30 wk,inc infection,adult,181
PL,A,4,31 wk,inc infection,adult,167
PL,A,4,32 wk,inc infection,adult,177
PL,A,4,33 wk,inc infection,adult,229
PL,A,4,34 wk,inc infection,adult,237
PL,A,4,35 wk,inc infection,adult,259
PL,A,4,36 wk,inc infection,adult,291
PL,A,4,37 wk,inc infection,adult,340
PL,A,4,38 wk,inc infection,adult,386
PL,A,4,39 wk,inc infection,adult,439
PL,A,4,40 wk,inc infection,adult,489
PL,A,4,41 wk,inc infection,adult,514
PL,A,4,42 wk,inc infection,adult,560
PL,A,4,43 wk,inc infection,adult,609
PL,A,4,44 wk,inc infection,adult,676
PL,A,4,45 wk,inc infection,adult,781
PL,A,4,46 wk,inc infection,adult,859
PL,A,4,47 wk,inc infection,adult,1009
PL,A,4,48 wk,inc infection,adult,1132
PL,A,4,49 wk,inc infection,adult,1188
PL,A,4,50 wk,inc infection,adult,1245
PL,A,4,51 wk,inc infection,adult,1253
PL,A,4,52 wk,inc infection,adult,1334
PL,A,4,53 wk,inc infection,adult,187
PL,A,5,1 wk,inc infection,adult,1228
PL,A,5,2 wk,inc infection,adult,1225
PL,A,5,3 wk,inc infection,adult,1134
PL,A,5,4 wk,inc infection,adult,1204
PL,A,5,5 wk,inc infection,adult,1100
PL,A,5,6 wk,inc infection,adult,1041
PL,A,5,7 wk,inc infection,adult,945
PL,A,5,8 wk,inc infection,adult,862
PL,A,5,9 wk,inc infection,adult,755
PL,A,5,10 wk,inc infection,adult,719
PL,A,5,11 wk,inc infection,adult,570
PL,A,5,12 wk,inc infection,adult,545
PL,A,5,13 wk,inc infection,adult,452
PL,A,5,14 wk,inc infection,adult,374
PL,A,5,15 wk,inc infection,adult,360
PL,A,5,16 wk,inc infection,adult,308
PL,A,5,17 wk,inc infection,adult,276
PL,A,5,18 wk,inc infection,adult,243
PL,A,5,19 wk,inc infection,adult,230
PL,A,5,20 wk,inc infection,adult,230
PL,A,5,21 wk,inc infection,adult,216
PL,A,5,22 wk,inc infection,adult,235
PL,A,5,23 wk,inc infection,adult,216
PL,A,5,24 wk,inc infection,adult,229
PL,A,5,25 wk,inc infection,adult,241
PL,A,5,26 wk,inc infection,adult,241
PL,A,5,27 wk,inc infection,adult,249
PL,A,5,28 wk,inc infection,adult,262
PL,A,5,29 wk,inc infection,adult,273
PL,A,5,30 wk,inc infection,adult,305
PL,A,5,31 wk,inc infection,adult,345
PL,A,5,32 wk,inc infection,adult,358
PL,A,5,33 wk,inc infection,adult,407
PL,A,5,34 wk,inc infection,adult,424
PL,A,5,35 wk,inc infection,adult,485
