location,scenario_id,sample,horizon,target_variable,age_id,value
MT,A,1,1 wk,inc infection,adult,1523
MT,A,1,2 wk,inc infection,adult,1562
MT,A,1,3 wk,inc infection,adult,1559
MT,A,1,4 wk,inc infection,adult,1550
MT,A,1,5 wk,inc infection,adult,1445
MT,A,1,6 wk,inc infection,adult,1301
MT,A,1,7 wk,inc infection,adult,1251
MT,A,1,8 wk,inc infection,adult,1159
MT,A,1,9 wk,inc infection,adult,968
MT,A,1,10 wk,inc infection,adult,851
MT,A,1,11 wk,inc infection,adult,730
MT,A,1,12 wk,inc infection,adult,661
MT,A,1,13 wk,inc infection,adult,525
MT,A,1,14 wk,inc infection,adult,490
MT,A,1,15 wk,inc infection,adult,442
MT,A,1,16 wk,inc infection,adult,373
MT,A,1,17 wk,inc infection,adult,343
MT,A,1,18 wk,inc infection,adult,322
MT,A,1,19 wk,inc infection,adult,306
MT,A,1,20 wk,inc infection,adult,281
MT,A,1,21 wk,inc infection,adult,286
MT,A,1,22 wk,inc infection,adult,284
MT,A,1,23 wk,inc infection,adult,277
MT,A,1,24 wk,inc infection,adult,291
MT,A,1,25 wk,inc infection,adult,311
MT,A,1,26 wk,inc infection,adult,299
MT,A,1,27 wk,inc infection,adult,332
MT,A,1,28 wk,inc infection,adult,333
MT,A,1,29 wk,inc infection,adult,366
MT,A,1,30 wk,inc infection,adult,408
MT,A,1,31 wk,inc infection,adult,444
MT,A,1,32 wk,inc infection,adult,479
MT,A,1,33 wk,inc infection,adult,496
MT,A,1,34 wk,inc infection,adult,546
MT,A,1,35 wk,inc infection,adult,582
MT,A,1,36 wk,inc infection,adult,621
MT,A,1,37 wk,inc infection,adult,740
MT,A,1,38 wk,inc infection,adult,756
MT,A,1,39 wk,inc infection,adult,852
MT,A,1,40 wk,inc infection,adult,875
MT,A,1,41 wk,inc infection,adult,983
MT,A,1,42 wk,inc infection,adult,1120
MT,A,1,43 wk,inc infection,adult,1243
MT,A,1,44 wk,inc infection,adult,1306
MT,A,1,45 wk,inc infection,adult,1461
MT,A,1,46 wk,inc infection,adult,1594
MT,A,1,47 wk,inc infection,adult,1783
MT,A,1,48 wk,inc infection,adult,1879
MT,A,1,49 wk,inc infection,adult,2008
MT,A,1,50 wk,inc infection,adult,2089
MT,A,1,51 wk,inc infection,adult,2204
MT,A,1,52 wk,inc infection,adult,2308
MT,A,1,53 wk,inc infection,adult,358
MT,A,2,1 wk,inc infection,adult,1226
MT,A,2,2 wk,inc infection,adult,1278
MT,A,2,3 wk,inc infection,adult,1302
MT,A,2,4 wk,inc infection,adult,1190
MT,A,2,5 wk,inc infection,adult,1098
MT,A,2,6 wk,inc infection,adult,1025
MT,A,2,7 wk,inc infection,adult,893
MT,A,2,8 wk,inc infection,adult,826
MT,A,2,9 wk,inc infection,adult,734
MT,A,2,10 wk,inc infection,adult,653
MT,A,2,11 wk,inc infection,adult,527
MT,A,2,12 wk,inc infection,adult,429
