location,scenario_id,sample,horizon,target_variable,age_id,value
SI,A,1,1 wk,inc infection,adult,7097
SI,A,1,2 wk,inc infection,adult,6471
SI,A,1,3 wk,inc infection,adult,6001
SI,A,1,4 wk,inc infection,adult,5385
SI,A,1,5 wk,inc infection,adult,4622
SI,A,1,6 wk,inc infection,adult,3946
SI,A,1,7 wk,inc infection,adult,3100
SI,A,1,8 wk,inc infection,adult,2488
SI,A,1,9 wk,inc infection,adult,1969
SI,A,1,10 wk,inc infection,adult,1575
SI,A,1,11 wk,inc infection,adult,1233
SI,A,1,12 wk,inc infection,adult,1037
SI,A,1,13 wk,inc infection,adult,825
SI,A,1,14 wk,inc infection,adult,594
SI,A,1,15 wk,inc infection,adult,508
SI,A,1,16 wk,inc infection,adult,422
SI,A,1,17 wk,inc infection,adult,366
SI,A,1,18 wk,inc infection,adult,333
SI,A,1,19 wk,inc infection,adult,289
SI,A,1,20 wk,inc infection,adult,257
SI,A,1,21 wk,inc infection,adult,257
SI,A,1,22 wk,inc infection,adult,240
SI,A,1,23 wk,inc infection,adult,238
SI,A,1,24 wk,inc infection,adult,257
SI,A,1,25 wk,inc infection,adult,237
SI,A,1,26 wk,inc infection,adult,251
SI,A,1,27 wk,inc infection,adult,284
SI,A,1,28 wk,inc infection,adult,270
SI,A,1,29 wk,inc infection,adult,308
SI,A,1,30 wk,inc infection,adult,364
SI,A,1,31 wk,inc infection,adult,401
SI,A,1,32 wk,inc infection,adult,448
SI,A,1,33 wk,inc infection,adult,492
SI,A,1,34 wk,inc infection,adult,556
SI,A,1,35 wk,inc infection,adult,661
SI,A,1,36 wk,inc infection,adult,688
SI,A,1,37 wk,inc infection,adult,815
SI,A,1,38 wk,inc infection,adult,981
SI,A,1,39 wk,inc infection,adult,1121
SI,A,1,40 wk,inc infection,adult,1373
SI,A,1,41 wk,inc infection,adult,1543
SI,A,1,42 wk,inc infection,adult,1893
SI,A,1,43 wk,inc infection,adult,2254
SI,A,1,44 wk,inc infection,adult,2653
SI,A,1,45 wk,inc infection,adult,3157
SI,A,1,46 wk,inc infection,adult,3780
SI,A,1,47 wk,inc infection,adult,4272
SI,A,1,48 wk,inc infection,adult,4943
SI,A,1,49 wk,inc infection,adult,5573
SI,A,1,50 wk,inc infection,adult,6208
SI,A,1,51 wk,inc infection,adult,6827
SI,A,1,52 wk,inc infection,adult,7164
SI,A,1,53 wk,inc infection,adult,1045
